,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_solver,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro
0,0.046751976013183594,0.008665370824921801,0.0009545326232910156,0.0003298957688616871,0.1,lbfgs,"{'C': 0.1, 'solver': 'lbfgs'}",0.9736842105263158,0.8947368421052632,0.9210526315789473,0.9473684210526315,0.9473684210526315,0.9368421052631579,0.02683694480838308,11,0.9747545582047685,0.8996825396825395,0.9259259259259259,0.9488008971704623,0.9487922705314009,0.9395912383030194,0.025240367925127273,11
1,0.0012279033660888671,0.0013050216203940397,0.0005913734436035156,4.249595654013277e-05,0.1,liblinear,"{'C': 0.1, 'solver': 'liblinear'}",0.9736842105263158,0.868421052631579,0.9736842105263158,0.9210526315789473,0.9210526315789473,0.9315789473684211,0.03938586722919939,13,0.9747545582047685,0.8748079877112135,0.9751724137931035,0.9235209235209235,0.923246709978344,0.9343005186416706,0.03764249918293545,15
2,0.016141796112060548,0.002092755198268842,0.0006407737731933594,4.784119351353648e-05,0.1,newton-cg,"{'C': 0.1, 'solver': 'newton-cg'}",0.9736842105263158,0.8947368421052632,0.9210526315789473,0.9473684210526315,0.9473684210526315,0.9368421052631579,0.02683694480838308,11,0.9747545582047685,0.8996825396825395,0.9259259259259259,0.9488008971704623,0.9487922705314009,0.9395912383030194,0.025240367925127273,11
3,1.3802827835083007,0.057398091588406246,0.0008446693420410157,4.173521142928883e-05,0.1,sag,"{'C': 0.1, 'solver': 'sag'}",0.9736842105263158,0.868421052631579,0.9473684210526315,0.9210526315789473,0.9473684210526315,0.9315789473684211,0.035696473595396135,13,0.9747545582047685,0.8748079877112135,0.9505494505494506,0.9235209235209235,0.9487922705314009,0.9344850381035513,0.03395867679480292,13
4,2.176601505279541,0.08338617117588838,0.0008384227752685547,3.863852420784548e-06,0.1,saga,"{'C': 0.1, 'solver': 'saga'}",0.9736842105263158,0.868421052631579,0.9473684210526315,0.9210526315789473,0.9473684210526315,0.9315789473684211,0.035696473595396135,13,0.9747545582047685,0.8748079877112135,0.9505494505494506,0.9235209235209235,0.9487922705314009,0.9344850381035513,0.03395867679480292,13
5,0.07384715080261231,0.01055619776262527,0.0007466793060302735,4.0059827244482785e-05,1,lbfgs,"{'C': 1, 'solver': 'lbfgs'}",1.0,0.9736842105263158,0.9210526315789473,0.9473684210526315,0.9473684210526315,0.9578947368421054,0.026836944808383095,2,1.0,0.9733742959549412,0.9259259259259259,0.9488008971704623,0.9487922705314009,0.9593786779165461,0.025254770696511056,2
6,0.0006602764129638672,2.904349330882614e-05,0.000569009780883789,1.956985242585039e-05,1,liblinear,"{'C': 1, 'solver': 'liblinear'}",1.0,0.9473684210526315,0.9736842105263158,0.9473684210526315,0.9473684210526315,0.9631578947368421,0.021052631578947392,1,1.0,0.9485714285714287,0.9751724137931035,0.9488008971704623,0.9487922705314009,0.9642674020132791,0.020595115389432917,1
7,0.02015538215637207,0.0031564957864520047,0.0006624221801757813,5.6974079262267994e-05,1,newton-cg,"{'C': 1, 'solver': 'newton-cg'}",1.0,0.9736842105263158,0.9210526315789473,0.9473684210526315,0.9473684210526315,0.9578947368421054,0.026836944808383095,2,1.0,0.9733742959549412,0.9259259259259259,0.9488008971704623,0.9487922705314009,0.9593786779165461,0.025254770696511056,2
8,3.336645412445068,0.24631974210612875,0.0009461402893066406,0.00018240779592495663,1,sag,"{'C': 1, 'solver': 'sag'}",1.0,0.9210526315789473,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9526315789473683,0.025784102555612413,6,1.0,0.9240031998652688,0.9483643892339545,0.9488008971704623,0.9487922705314009,0.9539921513602174,0.024906701650254166,7
9,4.335337352752686,0.2327221750518362,0.0008268356323242188,1.9034703880512308e-05,1,saga,"{'C': 1, 'solver': 'saga'}",1.0,0.8947368421052632,0.9210526315789473,0.9473684210526315,0.9473684210526315,0.9421052631578947,0.03491183989847789,10,1.0,0.8996825396825395,0.9228291836987489,0.9488008971704623,0.9487922705314009,0.9440209782166302,0.033449224271754424,10
10,0.1301048755645752,0.024626832028654965,0.0007730007171630859,6.542233614403723e-06,10,lbfgs,"{'C': 10, 'solver': 'lbfgs'}",1.0,1.0,0.8947368421052632,0.9473684210526315,0.9473684210526315,0.9578947368421054,0.03938586722919939,2,1.0,1.0,0.8971881580577232,0.9488008971704623,0.9487922705314009,0.9589562651519173,0.03844714210456718,4
11,0.0007956027984619141,9.307392296151907e-05,0.0005657196044921875,1.186107870068087e-05,10,liblinear,"{'C': 10, 'solver': 'liblinear'}",1.0,0.9473684210526315,0.9210526315789473,0.9473684210526315,0.9473684210526315,0.9526315789473683,0.025784102555612413,6,1.0,0.9488008971704623,0.9259259259259259,0.9488008971704623,0.9487922705314009,0.9544639981596503,0.024430550343118067,6
12,0.0266416072845459,0.004609885240004031,0.0006887912750244141,5.714948544098379e-05,10,newton-cg,"{'C': 10, 'solver': 'newton-cg'}",1.0,1.0,0.8947368421052632,0.9473684210526315,0.9473684210526315,0.9578947368421054,0.03938586722919939,2,1.0,1.0,0.8971881580577232,0.9488008971704623,0.9487922705314009,0.9589562651519173,0.03844714210456718,4
13,4.638703203201294,0.46398209594466355,0.0009594440460205078,0.00017462850951190735,10,sag,"{'C': 10, 'solver': 'sag'}",1.0,0.9473684210526315,0.9210526315789473,0.9473684210526315,0.9473684210526315,0.9526315789473683,0.025784102555612413,6,1.0,0.9488008971704623,0.9228291836987489,0.9488008971704623,0.9487922705314009,0.9538446497142148,0.02517411729142535,8
14,5.343441724777222,0.31348676791345764,0.0011045455932617188,0.0005068989235293853,10,saga,"{'C': 10, 'solver': 'saga'}",1.0,0.9210526315789473,0.9210526315789473,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0288275030265877,9,1.0,0.9240031998652688,0.9228291836987489,0.9488008971704623,0.9487922705314009,0.9488851102531761,0.027967010702070954,9
